Time,Open,High,Low,Last,Change,Volume
02/17/17,1.06718,1.06763,1.06053,1.06132,-0.0059099999999999,133141
02/16/17,1.05988,1.06792,1.05903,1.06723,0.0072999999999999,149850
02/15/17,1.05771,1.0609,1.05212,1.05993,0.0023600000000001,152325
02/14/17,1.0596,1.0633,1.05608,1.05757,-0.00214,137083
02/13/17,1.06259,1.06581,1.05918,1.05971,-0.00424,127815
02/10/17,1.06568,1.06674,1.06074,1.06395,-0.00173,153888
02/09/17,1.06967,1.07094,1.06507,1.06568,-0.0040900000000001,146475
02/08/17,1.06795,1.07114,1.06405,1.06977,0.0018500000000001,154137
02/07/17,1.07435,1.07491,1.0656,1.06792,-0.0068300000000001,153587
02/06/17,1.07935,1.07971,1.07057,1.07475,-0.0035999999999998,151865
02/03/17,1.07571,1.07972,1.07161,1.07835,0.0025999999999999,172240
02/02/17,1.07688,1.08285,1.07559,1.07575,-0.00096999999999992,135924
02/01/17,1.07972,1.08073,1.0732,1.07672,-0.00299,167253
01/31/17,1.06925,1.08115,1.06844,1.07971,0.0105,204484
01/30/17,1.07178,1.07399,1.06201,1.06921,-0.0004900000000001,152152
01/27/17,1.06818,1.07247,1.06583,1.0697,0.0015900000000002,155503
01/26/17,1.07473,1.07653,1.06575,1.06811,-0.0065900000000001,166826
01/25/17,1.07295,1.07695,1.07109,1.0747,0.00159,151619
01/24/17,1.07625,1.07737,1.07203,1.07311,-0.00326,144981
01/23/17,1.07062,1.07686,1.06941,1.07637,0.0064900000000001,171510
01/20/17,1.06612,1.07091,1.06248,1.06988,0.0036699999999998,194561
01/19/17,1.06286,1.06764,1.05893,1.06621,0.0033200000000002,205438
01/18/17,1.0711,1.07142,1.06283,1.06289,-0.00807,172834
01/17/17,1.0596,1.07186,1.0595,1.07096,0.01132,216631
01/16/17,1.06001,1.06356,1.05795,1.05964,-0.0043000000000002,143497
01/13/17,1.0613,1.06708,1.05963,1.06394,0.0027700000000002,149531
01/12/17,1.05809,1.06844,1.05715,1.06117,0.00301,180327
01/11/17,1.05533,1.06224,1.04537,1.05816,0.0028299999999999,172703
01/10/17,1.0573,1.06268,1.05509,1.05533,-0.0019199999999999,143039
01/09/17,1.05284,1.05822,1.05108,1.05725,0.0043500000000001,123144
01/06/17,1.06005,1.06125,1.05244,1.0529,-0.00725,145284
01/05/17,1.0488,1.06136,1.04808,1.06015,0.01145,173754
01/04/17,1.0404,1.04993,1.03896,1.0487,0.0082,134017
01/03/17,1.0452,1.04899,1.03405,1.0405,-0.0047600000000001,128999
01/02/17,1.0517,1.05262,1.045,1.04526,-0.0064199999999999,74915
12/30/16,1.04841,1.06495,1.04841,1.05168,0.00302,158392
12/29/16,1.0414,1.04934,1.04082,1.04866,0.0074799999999999,114344
12/28/16,1.04528,1.04795,1.03722,1.04118,-0.00423,97849
12/27/16,1.0461,1.0463,1.04324,1.04541,-0.0003200000000001,72228
12/26/16,1.0456,1.04677,1.04402,1.04573,0.00049999999999994,84375
12/23/16,1.04338,1.0467,1.04266,1.04523,0.0017200000000002,82043
12/22/16,1.0424,1.04989,1.04225,1.04351,0.0011599999999998,154336
12/21/16,1.0386,1.04508,1.03823,1.04235,0.00373,140171
12/20/16,1.0401,1.04175,1.0352,1.03862,-0.0015299999999998,153799
12/19/16,1.04313,1.04792,1.03925,1.04015,-0.0043800000000001,154701
12/16/16,1.04117,1.04733,1.04005,1.04453,0.00332,175814
12/15/16,1.0531,1.05395,1.03663,1.04121,-0.012,238493
12/14/16,1.0623,1.06698,1.04971,1.05321,-0.00898,175957
12/13/16,1.06359,1.06669,1.06026,1.06219,-0.00125,155124
12/12/16,1.05321,1.06515,1.05254,1.06344,0.0074999999999998,160031
12/09/16,1.06117,1.06296,1.05311,1.05594,-0.00556,159496
12/08/16,1.0753,1.0874,1.0598,1.0615,-0.01378,209509
12/07/16,1.07164,1.07681,1.07101,1.07528,0.0036,141393
12/06/16,1.0764,1.0785,1.06984,1.07168,-0.00464,161658
12/05/16,1.06426,1.07962,1.05055,1.07632,0.01081,242205
12/02/16,1.066,1.06898,1.06252,1.06551,-0.00052000000000008,183345
12/01/16,1.05892,1.06685,1.05836,1.06603,0.0071099999999999,187489
11/30/16,1.06483,1.06664,1.05535,1.05892,-0.0059099999999999,205361
11/29/16,1.0607,1.06542,1.05642,1.06483,0.00369,177167
11/28/16,1.06168,1.06844,1.05636,1.06114,0.00335,181901
11/25/16,1.05511,1.06274,1.05383,1.05779,0.0027699999999999,192050
11/24/16,1.0559,1.05852,1.0518,1.05502,-0.0004599999999999,164077
11/23/16,1.06247,1.06433,1.05263,1.05548,-0.0068600000000001,186100
11/22/16,1.0628,1.06574,1.05841,1.06234,-0.00038999999999989,177080
11/21/16,1.05984,1.0649,1.05784,1.06273,0.0042800000000001,178052
11/18/16,1.06233,1.06428,1.05691,1.05845,-0.0038900000000002,206289
11/17/16,1.069,1.07451,1.06192,1.06234,-0.00665,193432
11/16/16,1.0722,1.07593,1.06657,1.06899,-0.0029899999999998,186370
11/15/16,1.0736,1.08162,1.0714,1.07198,-0.0016200000000002,195225
11/14/16,1.08301,1.08398,1.0709,1.0736,-0.01171,208280
11/11/16,1.08915,1.09231,1.08304,1.08531,-0.00386,190248
11/10/16,1.0908,1.09533,1.08636,1.08917,-0.00166,194570
11/09/16,1.1027,1.12992,1.09074,1.09083,-0.01169,383760
11/08/16,1.10393,1.10666,1.10088,1.10252,-0.00143,119141
11/07/16,1.1067,1.111,1.10273,1.10395,-0.01002,133139
11/04/16,1.11033,1.11407,1.10796,1.11397,0.0036499999999999,136958
11/03/16,1.1096,1.11256,1.10598,1.11032,0.00070999999999999,147344
11/02/16,1.1056,1.1123,1.10493,1.10961,0.0040899999999999,147483
11/01/16,1.09794,1.10687,1.09583,1.10552,0.00753,122198
10/31/16,1.09869,1.09906,1.09357,1.09799,-0.00038999999999989,111937
10/28/16,1.0896,1.09914,1.08927,1.09838,0.0088499999999998,147180
10/27/16,1.0907,1.09417,1.08827,1.08953,-0.0011899999999998,132698
10/26/16,1.0886,1.09453,1.08743,1.09072,0.0019899999999999,129142
10/25/16,1.08808,1.09046,1.0851,1.08873,0.00062999999999991,130368
10/24/16,1.08812,1.08994,1.08591,1.0881,-2.9999999999974E-5,108168
10/21/16,1.09274,1.09295,1.08594,1.08813,-0.0046899999999999,123609
10/20/16,1.09726,1.10297,1.09157,1.09282,-0.0044700000000002,140148
10/19/16,1.09783,1.10043,1.09547,1.09729,-0.00067999999999979,100201
10/18/16,1.0999,1.10261,1.09701,1.09797,-0.0018900000000002,94559
10/17/16,1.09688,1.10077,1.09638,1.09986,0.00278,99448
10/14/16,1.10544,1.10578,1.09697,1.09708,-0.0084599999999999,137458
10/13/16,1.10078,1.10573,1.09853,1.10554,0.0048999999999999,148107
10/12/16,1.10531,1.10674,1.10044,1.10064,-0.00468,151215
10/11/16,1.1136,1.1142,1.10488,1.10532,-0.0083199999999999,140826
10/10/16,1.11805,1.12014,1.1131,1.11364,-0.00624,132615
10/07/16,1.1149,1.12045,1.11041,1.11988,0.0048600000000001,190344
10/06/16,1.1203,1.12122,1.11393,1.11502,-0.0053300000000001,123769
10/05/16,1.12037,1.12332,1.11895,1.12035,5.9999999999949E-5,131343
10/04/16,1.12104,1.1238,1.11379,1.12029,-0.00073999999999996,145256
10/03/16,1.12278,1.12431,1.1205,1.12103,-0.00223,105191
09/30/16,1.122,1.1248,1.11529,1.12326,0.00125,159421
09/29/16,1.1217,1.12494,1.11969,1.12201,0.00041000000000002,132024
09/28/16,1.12124,1.12366,1.11818,1.1216,0.00055999999999989,127391
09/27/16,1.12538,1.12586,1.11908,1.12104,-0.0042499999999999,131337
09/26/16,1.12263,1.12786,1.1221,1.12529,0.0027899999999998,115778
09/23/16,1.1207,1.12402,1.11937,1.1225,0.0018100000000001,125333
09/22/16,1.119,1.12571,1.1181,1.12069,0.00177,135491
09/21/16,1.11494,1.11943,1.1123,1.11892,0.0039699999999998,169025
09/20/16,1.11728,1.12131,1.11485,1.11495,-0.0024099999999998,123263
09/19/16,1.11556,1.11976,1.11508,1.11736,0.0018399999999998,107622
09/16/16,1.1243,1.12496,1.11491,1.11552,-0.0088599999999999,138060
09/15/16,1.12477,1.12813,1.1219,1.12438,-0.00056999999999996,149570
09/14/16,1.12182,1.12737,1.12096,1.12495,0.0030599999999998,134656
09/13/16,1.12337,1.12592,1.12036,1.12189,-0.00153,139878
09/12/16,1.12379,1.12666,1.12103,1.12342,0.00016000000000016,148993
09/09/16,1.126,1.12848,1.11987,1.12326,-0.00264,139601
09/08/16,1.1238,1.13268,1.12346,1.1259,0.00213,161066
09/07/16,1.1255,1.12695,1.12279,1.12377,-0.00183,126198
09/06/16,1.11459,1.12628,1.11409,1.1256,0.01098,120962
09/05/16,1.11498,1.11822,1.11397,1.11462,-0.00083999999999995,82306
09/02/16,1.1196,1.12506,1.11502,1.11546,-0.0041500000000001,142989
09/01/16,1.11569,1.12049,1.11275,1.11961,0.00393,134189
"Downloaded from Barchart.com as of 07-31-2018 04:58pm CDT"
